t,MV,PV,DV
1.030000000000000000e+02,7.000000000000000000e+01,5.702000000000000313e+01,5.000000000000000000e+01
1.040000000000000000e+02,7.000000000000000000e+01,5.718999999999999773e+01,5.000000000000000000e+01
1.050000000000000000e+02,7.000000000000000000e+01,5.728000000000000114e+01,5.000000000000000000e+01
1.060000000000000000e+02,7.000000000000000000e+01,5.728000000000000114e+01,5.000000000000000000e+01
1.070000000000000000e+02,7.000000000000000000e+01,5.731000000000000227e+01,5.000000000000000000e+01
1.080000000000000000e+02,7.000000000000000000e+01,5.731000000000000227e+01,5.000000000000000000e+01
1.090000000000000000e+02,7.000000000000000000e+01,5.747999999999999687e+01,5.000000000000000000e+01
1.100000000000000000e+02,7.000000000000000000e+01,5.747999999999999687e+01,5.000000000000000000e+01
1.110000000000000000e+02,7.000000000000000000e+01,5.753999999999999915e+01,5.000000000000000000e+01
1.120000000000000000e+02,7.000000000000000000e+01,5.760000000000000142e+01,5.000000000000000000e+01
1.130000000000000000e+02,7.000000000000000000e+01,5.764000000000000057e+01,5.000000000000000000e+01
1.140000000000000000e+02,7.000000000000000000e+01,5.767000000000000171e+01,5.000000000000000000e+01
1.150000000000000000e+02,7.000000000000000000e+01,5.772999999999999687e+01,5.000000000000000000e+01
1.160000000000000000e+02,7.000000000000000000e+01,5.782999999999999829e+01,5.000000000000000000e+01
1.170000000000000000e+02,7.000000000000000000e+01,5.779999999999999716e+01,5.000000000000000000e+01
1.180000000000000000e+02,7.000000000000000000e+01,5.782999999999999829e+01,5.000000000000000000e+01
1.190000000000000000e+02,7.000000000000000000e+01,5.796000000000000085e+01,5.000000000000000000e+01
1.200000000000000000e+02,7.000000000000000000e+01,5.796000000000000085e+01,5.000000000000000000e+01
1.210000000000000000e+02,7.000000000000000000e+01,5.799000000000000199e+01,5.000000000000000000e+01
1.220000000000000000e+02,7.000000000000000000e+01,5.806000000000000227e+01,5.000000000000000000e+01
1.230000000000000000e+02,7.000000000000000000e+01,5.817999999999999972e+01,5.000000000000000000e+01
1.240000000000000000e+02,7.000000000000000000e+01,5.811999999999999744e+01,5.000000000000000000e+01
1.250000000000000000e+02,7.000000000000000000e+01,5.817999999999999972e+01,5.000000000000000000e+01
1.260000000000000000e+02,7.000000000000000000e+01,5.828000000000000114e+01,5.000000000000000000e+01
1.270000000000000000e+02,7.000000000000000000e+01,5.828000000000000114e+01,5.000000000000000000e+01
1.280000000000000000e+02,7.000000000000000000e+01,5.831000000000000227e+01,5.000000000000000000e+01
1.290000000000000000e+02,7.000000000000000000e+01,5.831000000000000227e+01,5.000000000000000000e+01
1.300000000000000000e+02,7.000000000000000000e+01,5.843999999999999773e+01,5.000000000000000000e+01
1.310000000000000000e+02,7.000000000000000000e+01,5.838000000000000256e+01,5.000000000000000000e+01
1.320000000000000000e+02,7.000000000000000000e+01,5.850999999999999801e+01,5.000000000000000000e+01
1.330000000000000000e+02,7.000000000000000000e+01,5.853999999999999915e+01,5.000000000000000000e+01
1.340000000000000000e+02,7.000000000000000000e+01,5.860000000000000142e+01,5.000000000000000000e+01
1.350000000000000000e+02,7.000000000000000000e+01,5.860000000000000142e+01,5.000000000000000000e+01
1.360000000000000000e+02,7.000000000000000000e+01,5.867000000000000171e+01,5.000000000000000000e+01
1.370000000000000000e+02,7.000000000000000000e+01,5.872999999999999687e+01,5.000000000000000000e+01
1.380000000000000000e+02,7.000000000000000000e+01,5.870000000000000284e+01,5.000000000000000000e+01
1.390000000000000000e+02,7.000000000000000000e+01,5.875999999999999801e+01,5.000000000000000000e+01
1.400000000000000000e+02,7.000000000000000000e+01,5.875999999999999801e+01,5.000000000000000000e+01
1.410000000000000000e+02,7.000000000000000000e+01,5.885999999999999943e+01,5.000000000000000000e+01
1.420000000000000000e+02,7.000000000000000000e+01,5.896000000000000085e+01,5.000000000000000000e+01
1.430000000000000000e+02,7.000000000000000000e+01,5.892999999999999972e+01,5.000000000000000000e+01
1.440000000000000000e+02,7.000000000000000000e+01,5.909000000000000341e+01,5.000000000000000000e+01
1.450000000000000000e+02,7.000000000000000000e+01,5.899000000000000199e+01,5.000000000000000000e+01
1.460000000000000000e+02,7.000000000000000000e+01,5.902000000000000313e+01,5.000000000000000000e+01
1.470000000000000000e+02,7.000000000000000000e+01,5.914999999999999858e+01,5.000000000000000000e+01
1.480000000000000000e+02,7.000000000000000000e+01,5.914999999999999858e+01,5.000000000000000000e+01
1.490000000000000000e+02,7.000000000000000000e+01,5.917999999999999972e+01,5.000000000000000000e+01
1.500000000000000000e+02,7.000000000000000000e+01,5.921999999999999886e+01,5.000000000000000000e+01
1.510000000000000000e+02,7.000000000000000000e+01,5.925000000000000000e+01,5.000000000000000000e+01
1.520000000000000000e+02,7.000000000000000000e+01,5.928000000000000114e+01,5.000000000000000000e+01
1.530000000000000000e+02,7.000000000000000000e+01,5.938000000000000256e+01,5.000000000000000000e+01
1.540000000000000000e+02,7.000000000000000000e+01,5.940999999999999659e+01,5.000000000000000000e+01
1.550000000000000000e+02,7.000000000000000000e+01,5.953999999999999915e+01,5.000000000000000000e+01
1.560000000000000000e+02,7.000000000000000000e+01,5.953999999999999915e+01,5.000000000000000000e+01
1.570000000000000000e+02,7.000000000000000000e+01,5.953999999999999915e+01,5.000000000000000000e+01
1.580000000000000000e+02,7.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01
1.590000000000000000e+02,7.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01
1.600000000000000000e+02,7.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01
1.610000000000000000e+02,7.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01
1.620000000000000000e+02,7.000000000000000000e+01,5.970000000000000284e+01,5.000000000000000000e+01
1.630000000000000000e+02,7.000000000000000000e+01,5.960000000000000142e+01,5.000000000000000000e+01
1.640000000000000000e+02,7.000000000000000000e+01,5.979999999999999716e+01,5.000000000000000000e+01
1.650000000000000000e+02,7.000000000000000000e+01,5.985999999999999943e+01,5.000000000000000000e+01
1.660000000000000000e+02,7.000000000000000000e+01,5.985999999999999943e+01,5.000000000000000000e+01
1.670000000000000000e+02,7.000000000000000000e+01,5.989000000000000057e+01,5.000000000000000000e+01
1.680000000000000000e+02,7.000000000000000000e+01,5.989000000000000057e+01,5.000000000000000000e+01
1.690000000000000000e+02,7.000000000000000000e+01,5.989000000000000057e+01,5.000000000000000000e+01
1.700000000000000000e+02,7.000000000000000000e+01,6.002000000000000313e+01,5.000000000000000000e+01
1.710000000000000000e+02,7.000000000000000000e+01,6.009000000000000341e+01,5.000000000000000000e+01
1.720000000000000000e+02,7.000000000000000000e+01,6.004999999999999716e+01,5.000000000000000000e+01
1.730000000000000000e+02,7.000000000000000000e+01,6.017999999999999972e+01,5.000000000000000000e+01
1.740000000000000000e+02,7.000000000000000000e+01,6.021000000000000085e+01,5.000000000000000000e+01
1.750000000000000000e+02,7.000000000000000000e+01,6.021000000000000085e+01,5.000000000000000000e+01
1.760000000000000000e+02,7.000000000000000000e+01,6.028000000000000114e+01,5.000000000000000000e+01
1.770000000000000000e+02,7.000000000000000000e+01,6.021000000000000085e+01,5.000000000000000000e+01
1.780000000000000000e+02,7.000000000000000000e+01,6.028000000000000114e+01,5.000000000000000000e+01
1.790000000000000000e+02,7.000000000000000000e+01,6.021000000000000085e+01,5.000000000000000000e+01
1.800000000000000000e+02,7.000000000000000000e+01,6.038000000000000256e+01,5.000000000000000000e+01
1.810000000000000000e+02,7.000000000000000000e+01,6.040999999999999659e+01,5.000000000000000000e+01
1.820000000000000000e+02,7.000000000000000000e+01,6.046999999999999886e+01,5.000000000000000000e+01
1.830000000000000000e+02,7.000000000000000000e+01,6.053999999999999915e+01,5.000000000000000000e+01
1.840000000000000000e+02,7.000000000000000000e+01,6.046999999999999886e+01,5.000000000000000000e+01
1.850000000000000000e+02,7.000000000000000000e+01,6.046999999999999886e+01,5.000000000000000000e+01
1.860000000000000000e+02,7.000000000000000000e+01,6.053999999999999915e+01,5.000000000000000000e+01
1.870000000000000000e+02,7.000000000000000000e+01,6.053999999999999915e+01,5.000000000000000000e+01
1.880000000000000000e+02,7.000000000000000000e+01,6.070000000000000284e+01,5.000000000000000000e+01
1.890000000000000000e+02,7.000000000000000000e+01,6.072999999999999687e+01,5.000000000000000000e+01
1.900000000000000000e+02,7.000000000000000000e+01,6.057000000000000028e+01,5.000000000000000000e+01
1.910000000000000000e+02,7.000000000000000000e+01,6.072999999999999687e+01,5.000000000000000000e+01
1.920000000000000000e+02,7.000000000000000000e+01,6.078999999999999915e+01,5.000000000000000000e+01
1.930000000000000000e+02,7.000000000000000000e+01,6.085999999999999943e+01,5.000000000000000000e+01
1.940000000000000000e+02,7.000000000000000000e+01,6.085999999999999943e+01,5.000000000000000000e+01
1.950000000000000000e+02,7.000000000000000000e+01,6.085999999999999943e+01,5.000000000000000000e+01
1.960000000000000000e+02,7.000000000000000000e+01,6.089000000000000057e+01,5.000000000000000000e+01
1.970000000000000000e+02,7.000000000000000000e+01,6.096000000000000085e+01,5.000000000000000000e+01
1.980000000000000000e+02,7.000000000000000000e+01,6.096000000000000085e+01,5.000000000000000000e+01
1.990000000000000000e+02,7.000000000000000000e+01,6.099000000000000199e+01,5.000000000000000000e+01
2.000000000000000000e+02,7.000000000000000000e+01,6.104999999999999716e+01,5.000000000000000000e+01
2.010000000000000000e+02,7.000000000000000000e+01,6.107999999999999829e+01,5.000000000000000000e+01
2.020000000000000000e+02,7.000000000000000000e+01,6.111999999999999744e+01,5.000000000000000000e+01
2.030000000000000000e+02,7.000000000000000000e+01,6.114999999999999858e+01,5.000000000000000000e+01
2.040000000000000000e+02,7.000000000000000000e+01,6.117999999999999972e+01,5.000000000000000000e+01
2.050000000000000000e+02,7.000000000000000000e+01,6.117999999999999972e+01,5.000000000000000000e+01
2.060000000000000000e+02,7.000000000000000000e+01,6.121000000000000085e+01,5.000000000000000000e+01
2.070000000000000000e+02,7.000000000000000000e+01,6.121000000000000085e+01,5.000000000000000000e+01
2.080000000000000000e+02,7.000000000000000000e+01,6.128000000000000114e+01,5.000000000000000000e+01
2.090000000000000000e+02,7.000000000000000000e+01,6.128000000000000114e+01,5.000000000000000000e+01
2.100000000000000000e+02,7.000000000000000000e+01,6.143999999999999773e+01,5.000000000000000000e+01
2.110000000000000000e+02,7.000000000000000000e+01,6.134000000000000341e+01,5.000000000000000000e+01
2.120000000000000000e+02,7.000000000000000000e+01,6.134000000000000341e+01,5.000000000000000000e+01
2.130000000000000000e+02,7.000000000000000000e+01,6.143999999999999773e+01,5.000000000000000000e+01
2.140000000000000000e+02,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01
2.150000000000000000e+02,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01
2.160000000000000000e+02,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01
2.170000000000000000e+02,7.000000000000000000e+01,6.146999999999999886e+01,5.000000000000000000e+01
2.180000000000000000e+02,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01
2.190000000000000000e+02,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01
2.200000000000000000e+02,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01
2.210000000000000000e+02,7.000000000000000000e+01,6.160000000000000142e+01,5.000000000000000000e+01
2.220000000000000000e+02,7.000000000000000000e+01,6.163000000000000256e+01,5.000000000000000000e+01
2.230000000000000000e+02,7.000000000000000000e+01,6.163000000000000256e+01,5.000000000000000000e+01
2.240000000000000000e+02,7.000000000000000000e+01,6.182999999999999829e+01,5.000000000000000000e+01
2.250000000000000000e+02,7.000000000000000000e+01,6.175999999999999801e+01,5.000000000000000000e+01
2.260000000000000000e+02,7.000000000000000000e+01,6.182999999999999829e+01,5.000000000000000000e+01
2.270000000000000000e+02,7.000000000000000000e+01,6.182999999999999829e+01,5.000000000000000000e+01
2.280000000000000000e+02,7.000000000000000000e+01,6.189000000000000057e+01,5.000000000000000000e+01
2.290000000000000000e+02,7.000000000000000000e+01,6.185999999999999943e+01,5.000000000000000000e+01
2.300000000000000000e+02,7.000000000000000000e+01,6.185999999999999943e+01,5.000000000000000000e+01
2.310000000000000000e+02,7.000000000000000000e+01,6.189000000000000057e+01,5.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,6.199000000000000199e+01,5.000000000000000000e+01
2.330000000000000000e+02,7.000000000000000000e+01,6.196000000000000085e+01,5.000000000000000000e+01
2.340000000000000000e+02,7.000000000000000000e+01,6.199000000000000199e+01,5.000000000000000000e+01
2.350000000000000000e+02,7.000000000000000000e+01,6.202000000000000313e+01,5.000000000000000000e+01
2.360000000000000000e+02,7.000000000000000000e+01,6.199000000000000199e+01,5.000000000000000000e+01
2.370000000000000000e+02,7.000000000000000000e+01,6.211999999999999744e+01,5.000000000000000000e+01
2.380000000000000000e+02,7.000000000000000000e+01,6.214999999999999858e+01,5.000000000000000000e+01
2.390000000000000000e+02,7.000000000000000000e+01,6.214999999999999858e+01,5.000000000000000000e+01
2.400000000000000000e+02,7.000000000000000000e+01,6.211999999999999744e+01,5.000000000000000000e+01
2.410000000000000000e+02,7.000000000000000000e+01,6.217999999999999972e+01,5.000000000000000000e+01
2.420000000000000000e+02,7.000000000000000000e+01,6.228000000000000114e+01,5.000000000000000000e+01
2.430000000000000000e+02,7.000000000000000000e+01,6.217999999999999972e+01,5.000000000000000000e+01
2.440000000000000000e+02,7.000000000000000000e+01,6.228000000000000114e+01,5.000000000000000000e+01
2.450000000000000000e+02,7.000000000000000000e+01,6.228000000000000114e+01,5.000000000000000000e+01
2.460000000000000000e+02,7.000000000000000000e+01,6.234000000000000341e+01,5.000000000000000000e+01
2.470000000000000000e+02,7.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
2.480000000000000000e+02,7.000000000000000000e+01,6.231000000000000227e+01,5.000000000000000000e+01
2.490000000000000000e+02,7.000000000000000000e+01,6.236999999999999744e+01,5.000000000000000000e+01
2.500000000000000000e+02,7.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
2.510000000000000000e+02,7.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
2.520000000000000000e+02,7.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
2.540000000000000000e+02,7.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
2.550000000000000000e+02,7.000000000000000000e+01,6.257000000000000028e+01,5.000000000000000000e+01
2.560000000000000000e+02,7.000000000000000000e+01,6.263000000000000256e+01,5.000000000000000000e+01
2.570000000000000000e+02,7.000000000000000000e+01,6.257000000000000028e+01,5.000000000000000000e+01
2.580000000000000000e+02,7.000000000000000000e+01,6.270000000000000284e+01,5.000000000000000000e+01
2.590000000000000000e+02,7.000000000000000000e+01,6.260000000000000142e+01,5.000000000000000000e+01
2.600000000000000000e+02,7.000000000000000000e+01,6.270000000000000284e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,6.272999999999999687e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,6.275999999999999801e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,6.282999999999999829e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,6.282999999999999829e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,6.282999999999999829e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,6.292000000000000171e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,6.282999999999999829e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,6.292000000000000171e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,6.289000000000000057e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,6.302000000000000313e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,6.299000000000000199e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,6.302000000000000313e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,6.307999999999999829e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,6.307999999999999829e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,6.314999999999999858e+01,5.000000000000000000e+01
2.840000000000000000e+02,7.000000000000000000e+01,6.331000000000000227e+01,5.000000000000000000e+01
2.850000000000000000e+02,7.000000000000000000e+01,6.321000000000000085e+01,5.000000000000000000e+01
2.860000000000000000e+02,7.000000000000000000e+01,6.328000000000000114e+01,5.000000000000000000e+01
2.870000000000000000e+02,7.000000000000000000e+01,6.324000000000000199e+01,5.000000000000000000e+01
2.880000000000000000e+02,7.000000000000000000e+01,6.331000000000000227e+01,5.000000000000000000e+01
2.890000000000000000e+02,7.000000000000000000e+01,6.340999999999999659e+01,5.000000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
