tm,DVm,PVm
3.880000000000000000e+02,1.000000000000000000e+00,2.055000000000001548e-01
3.890000000000000000e+02,1.000000000000000000e+00,2.045000000000001816e-01
3.900000000000000000e+02,1.000000000000000000e+00,2.055000000000001548e-01
3.910000000000000000e+02,1.000000000000000000e+00,2.062499999999999889e-01
3.920000000000000000e+02,1.000000000000000000e+00,2.045000000000001816e-01
3.930000000000000000e+02,1.000000000000000000e+00,2.055000000000001548e-01
3.940000000000000000e+02,1.000000000000000000e+00,2.062499999999999889e-01
3.950000000000000000e+02,1.000000000000000000e+00,2.077500000000000457e-01
3.960000000000000000e+02,1.000000000000000000e+00,2.070000000000000173e-01
3.970000000000000000e+02,1.000000000000000000e+00,2.070000000000000173e-01
3.980000000000000000e+02,1.000000000000000000e+00,2.070000000000000173e-01
3.990000000000000000e+02,1.000000000000000000e+00,2.070000000000000173e-01
4.000000000000000000e+02,1.000000000000000000e+00,2.077500000000000457e-01
4.010000000000000000e+02,1.000000000000000000e+00,2.077500000000000457e-01
4.020000000000000000e+02,1.000000000000000000e+00,2.070000000000000173e-01
4.030000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.040000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.050000000000000000e+02,1.000000000000000000e+00,2.077500000000000457e-01
4.060000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.070000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.080000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.090000000000000000e+02,1.000000000000000000e+00,2.110000000000001319e-01
4.100000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.110000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.120000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.130000000000000000e+02,1.000000000000000000e+00,2.135000000000001619e-01
4.140000000000000000e+02,1.000000000000000000e+00,2.102500000000001035e-01
4.150000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
4.160000000000000000e+02,1.000000000000000000e+00,2.135000000000001619e-01
4.170000000000000000e+02,1.000000000000000000e+00,2.102500000000001035e-01
4.180000000000000000e+02,1.000000000000000000e+00,2.102500000000001035e-01
4.190000000000000000e+02,1.000000000000000000e+00,2.102500000000001035e-01
4.200000000000000000e+02,1.000000000000000000e+00,2.117500000000001603e-01
4.210000000000000000e+02,1.000000000000000000e+00,2.117500000000001603e-01
4.220000000000000000e+02,1.000000000000000000e+00,2.127500000000001334e-01
4.230000000000000000e+02,1.000000000000000000e+00,2.127500000000001334e-01
4.240000000000000000e+02,1.000000000000000000e+00,2.117500000000001603e-01
4.250000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
4.260000000000000000e+02,1.000000000000000000e+00,2.127500000000001334e-01
4.270000000000000000e+02,1.000000000000000000e+00,2.135000000000001619e-01
4.280000000000000000e+02,1.000000000000000000e+00,2.127500000000001334e-01
4.290000000000000000e+02,1.000000000000000000e+00,2.135000000000001619e-01
4.300000000000000000e+02,1.000000000000000000e+00,2.135000000000001619e-01
4.310000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
4.320000000000000000e+02,1.000000000000000000e+00,2.117500000000001603e-01
4.330000000000000000e+02,1.000000000000000000e+00,2.135000000000001619e-01
4.340000000000000000e+02,1.000000000000000000e+00,2.135000000000001619e-01
4.350000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
4.360000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.370000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
4.380000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.390000000000000000e+02,1.000000000000000000e+00,2.160000000000000253e-01
4.400000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.410000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
4.420000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.430000000000000000e+02,1.000000000000000000e+00,2.160000000000000253e-01
4.440000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
4.450000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.460000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.470000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.480000000000000000e+02,1.000000000000000000e+00,2.160000000000000253e-01
4.490000000000000000e+02,1.000000000000000000e+00,2.167500000000000537e-01
4.500000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.510000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
4.520000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.530000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
4.540000000000000000e+02,1.000000000000000000e+00,2.182500000000001106e-01
4.550000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
4.560000000000000000e+02,1.000000000000000000e+00,2.207500000000001406e-01
4.570000000000000000e+02,1.000000000000000000e+00,2.160000000000000253e-01
4.580000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
4.590000000000000000e+02,1.000000000000000000e+00,2.190000000000001390e-01
4.600000000000000000e+02,1.000000000000000000e+00,2.182500000000001106e-01
4.610000000000000000e+02,1.000000000000000000e+00,2.200000000000001121e-01
4.620000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
4.630000000000000000e+02,1.000000000000000000e+00,2.182500000000001106e-01
4.640000000000000000e+02,1.000000000000000000e+00,2.215000000000001690e-01
4.650000000000000000e+02,1.000000000000000000e+00,2.190000000000001390e-01
4.660000000000000000e+02,1.000000000000000000e+00,2.200000000000001121e-01
4.670000000000000000e+02,1.000000000000000000e+00,2.215000000000001690e-01
4.680000000000000000e+02,1.000000000000000000e+00,2.207500000000001406e-01
4.690000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
4.700000000000000000e+02,1.000000000000000000e+00,2.200000000000001121e-01
4.710000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
4.720000000000000000e+02,1.000000000000000000e+00,2.207500000000001406e-01
4.730000000000000000e+02,1.000000000000000000e+00,2.182500000000001106e-01
4.740000000000000000e+02,1.000000000000000000e+00,2.215000000000001690e-01
4.750000000000000000e+02,1.000000000000000000e+00,2.207500000000001406e-01
4.760000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.770000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
4.780000000000000000e+02,1.000000000000000000e+00,2.207500000000001406e-01
4.790000000000000000e+02,1.000000000000000000e+00,2.215000000000001690e-01
4.800000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
4.810000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
4.820000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
4.830000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.840000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
4.850000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.860000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.870000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
4.880000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.890000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.900000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
4.910000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.920000000000000000e+02,1.000000000000000000e+00,2.215000000000001690e-01
4.930000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.940000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.950000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.960000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
4.970000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
4.980000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
4.990000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
5.000000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
5.010000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
5.020000000000000000e+02,1.000000000000000000e+00,2.232500000000001705e-01
5.030000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
5.040000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
5.050000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
5.060000000000000000e+02,1.000000000000000000e+00,2.262500000000001177e-01
5.070000000000000000e+02,1.000000000000000000e+00,2.262500000000001177e-01
5.080000000000000000e+02,1.000000000000000000e+00,2.240000000000000324e-01
5.090000000000000000e+02,1.000000000000000000e+00,2.262500000000001177e-01
5.100000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
5.110000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.120000000000000000e+02,1.000000000000000000e+00,2.272500000000000908e-01
5.130000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
5.140000000000000000e+02,1.000000000000000000e+00,2.280000000000001192e-01
5.150000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.160000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.170000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.180000000000000000e+02,1.000000000000000000e+00,2.280000000000001192e-01
5.190000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.200000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.210000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.220000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.230000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.240000000000000000e+02,1.000000000000000000e+00,2.272500000000000908e-01
5.250000000000000000e+02,1.000000000000000000e+00,2.280000000000001192e-01
5.260000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.270000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.280000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.290000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.300000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.310000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.320000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.330000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.340000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.350000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.360000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.370000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.380000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.390000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.400000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.410000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.420000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.430000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.440000000000000000e+02,1.000000000000000000e+00,2.287500000000001477e-01
5.450000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.460000000000000000e+02,1.000000000000000000e+00,2.287500000000001477e-01
5.470000000000000000e+02,1.000000000000000000e+00,2.287500000000001477e-01
5.480000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.490000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.500000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.510000000000000000e+02,1.000000000000000000e+00,2.295000000000001761e-01
5.520000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.530000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.540000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.550000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.560000000000000000e+02,1.000000000000000000e+00,2.335000000000000964e-01
5.570000000000000000e+02,1.000000000000000000e+00,2.352500000000000979e-01
5.580000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.590000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.600000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.610000000000000000e+02,1.000000000000000000e+00,2.335000000000000964e-01
5.620000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.630000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.640000000000000000e+02,1.000000000000000000e+00,2.335000000000000964e-01
5.650000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.660000000000000000e+02,1.000000000000000000e+00,2.305000000000001492e-01
5.670000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.680000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.690000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.700000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.710000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.720000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.730000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.740000000000000000e+02,1.000000000000000000e+00,2.335000000000000964e-01
5.750000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.760000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.770000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
5.780000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.790000000000000000e+02,1.000000000000000000e+00,2.345000000000000695e-01
5.800000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.810000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.820000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
5.830000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
5.840000000000000000e+02,1.000000000000000000e+00,2.367500000000001548e-01
5.850000000000000000e+02,1.000000000000000000e+00,2.345000000000000695e-01
5.860000000000000000e+02,1.000000000000000000e+00,2.352500000000000979e-01
5.870000000000000000e+02,1.000000000000000000e+00,2.345000000000000695e-01
5.880000000000000000e+02,1.000000000000000000e+00,2.360000000000001263e-01
5.890000000000000000e+02,1.000000000000000000e+00,2.345000000000000695e-01
5.900000000000000000e+02,1.000000000000000000e+00,2.352500000000000979e-01
5.910000000000000000e+02,1.000000000000000000e+00,2.352500000000000979e-01
5.920000000000000000e+02,1.000000000000000000e+00,2.352500000000000979e-01
5.930000000000000000e+02,1.000000000000000000e+00,2.367500000000001548e-01
5.940000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
5.950000000000000000e+02,1.000000000000000000e+00,2.367500000000001548e-01
5.960000000000000000e+02,1.000000000000000000e+00,2.360000000000001263e-01
5.970000000000000000e+02,1.000000000000000000e+00,2.367500000000001548e-01
5.980000000000000000e+02,1.000000000000000000e+00,2.377500000000001279e-01
5.990000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.000000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.010000000000000000e+02,1.000000000000000000e+00,2.377500000000001279e-01
6.020000000000000000e+02,1.000000000000000000e+00,2.377500000000001279e-01
6.030000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.040000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.050000000000000000e+02,1.000000000000000000e+00,2.377500000000001279e-01
6.060000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.070000000000000000e+02,1.000000000000000000e+00,2.377500000000001279e-01
6.080000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.090000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.100000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.110000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.120000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.130000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.140000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.150000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.160000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.170000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.180000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.190000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.200000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.210000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.220000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.230000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.240000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.250000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.260000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.270000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.280000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.290000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.300000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.310000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.320000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.330000000000000000e+02,1.000000000000000000e+00,2.400000000000000466e-01
6.340000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.350000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.360000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.370000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.380000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.390000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
6.400000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
6.410000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.420000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.430000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
6.440000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.450000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.460000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
6.470000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.480000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
6.490000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.500000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.510000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.520000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.530000000000000000e+02,1.000000000000000000e+00,2.457500000000001350e-01
6.540000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.550000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.560000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.570000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.580000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.590000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.600000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.610000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.620000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
6.630000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
6.640000000000000000e+02,1.000000000000000000e+00,2.457500000000001350e-01
6.650000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.660000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.670000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.680000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.690000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.700000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.710000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
6.720000000000000000e+02,1.000000000000000000e+00,2.457500000000001350e-01
6.730000000000000000e+02,1.000000000000000000e+00,2.457500000000001350e-01
6.740000000000000000e+02,1.000000000000000000e+00,2.465000000000001634e-01
6.750000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.760000000000000000e+02,1.000000000000000000e+00,2.457500000000001350e-01
6.770000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.780000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
6.790000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.800000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.810000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.820000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.830000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
6.840000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
6.850000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.860000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
6.870000000000000000e+02,1.000000000000000000e+00,2.465000000000001634e-01
6.880000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
6.890000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.900000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
6.910000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
6.920000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.930000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
6.940000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
6.950000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
6.960000000000000000e+02,1.000000000000000000e+00,2.465000000000001634e-01
6.970000000000000000e+02,1.000000000000000000e+00,2.465000000000001634e-01
6.980000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
6.990000000000000000e+02,1.000000000000000000e+00,2.457500000000001350e-01
7.000000000000000000e+02,1.000000000000000000e+00,2.450000000000001066e-01
7.010000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
7.020000000000000000e+02,1.000000000000000000e+00,2.465000000000001634e-01
7.030000000000000000e+02,1.000000000000000000e+00,2.465000000000001634e-01
7.040000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
