t,MV,PV,DV
2.300000000000000000e+01,7.000000000000000000e+01,4.129999999999999716e+01,5.000000000000000000e+01
2.400000000000000000e+01,7.000000000000000000e+01,4.129999999999999716e+01,5.000000000000000000e+01
2.500000000000000000e+01,7.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
2.600000000000000000e+01,7.000000000000000000e+01,4.122999999999999687e+01,5.000000000000000000e+01
2.700000000000000000e+01,7.000000000000000000e+01,4.135999999999999943e+01,5.000000000000000000e+01
2.800000000000000000e+01,7.000000000000000000e+01,4.122999999999999687e+01,5.000000000000000000e+01
2.900000000000000000e+01,7.000000000000000000e+01,4.132999999999999829e+01,5.000000000000000000e+01
3.000000000000000000e+01,7.000000000000000000e+01,4.129999999999999716e+01,5.000000000000000000e+01
3.100000000000000000e+01,7.000000000000000000e+01,4.135999999999999943e+01,5.000000000000000000e+01
3.200000000000000000e+01,7.000000000000000000e+01,4.139000000000000057e+01,5.000000000000000000e+01
3.300000000000000000e+01,7.000000000000000000e+01,4.146000000000000085e+01,5.000000000000000000e+01
3.400000000000000000e+01,7.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
3.500000000000000000e+01,7.000000000000000000e+01,4.159000000000000341e+01,5.000000000000000000e+01
3.600000000000000000e+01,7.000000000000000000e+01,4.161999999999999744e+01,5.000000000000000000e+01
3.700000000000000000e+01,7.000000000000000000e+01,4.164999999999999858e+01,5.000000000000000000e+01
3.800000000000000000e+01,7.000000000000000000e+01,4.164999999999999858e+01,5.000000000000000000e+01
3.900000000000000000e+01,7.000000000000000000e+01,4.167999999999999972e+01,5.000000000000000000e+01
4.000000000000000000e+01,7.000000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01
4.100000000000000000e+01,7.000000000000000000e+01,4.190999999999999659e+01,5.000000000000000000e+01
4.200000000000000000e+01,7.000000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01
4.300000000000000000e+01,7.000000000000000000e+01,4.190999999999999659e+01,5.000000000000000000e+01
4.400000000000000000e+01,7.000000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01
4.500000000000000000e+01,7.000000000000000000e+01,4.190999999999999659e+01,5.000000000000000000e+01
4.600000000000000000e+01,7.000000000000000000e+01,4.203999999999999915e+01,5.000000000000000000e+01
4.700000000000000000e+01,7.000000000000000000e+01,4.207000000000000028e+01,5.000000000000000000e+01
4.800000000000000000e+01,7.000000000000000000e+01,4.214000000000000057e+01,5.000000000000000000e+01
4.900000000000000000e+01,7.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
5.000000000000000000e+01,7.000000000000000000e+01,4.222999999999999687e+01,5.000000000000000000e+01
5.100000000000000000e+01,7.000000000000000000e+01,4.225999999999999801e+01,5.000000000000000000e+01
5.200000000000000000e+01,7.000000000000000000e+01,4.235999999999999943e+01,5.000000000000000000e+01
5.300000000000000000e+01,7.000000000000000000e+01,4.239000000000000057e+01,5.000000000000000000e+01
5.400000000000000000e+01,7.000000000000000000e+01,4.254999999999999716e+01,5.000000000000000000e+01
5.500000000000000000e+01,7.000000000000000000e+01,4.254999999999999716e+01,5.000000000000000000e+01
5.600000000000000000e+01,7.000000000000000000e+01,4.267999999999999972e+01,5.000000000000000000e+01
5.700000000000000000e+01,7.000000000000000000e+01,4.271999999999999886e+01,5.000000000000000000e+01
5.800000000000000000e+01,7.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
5.900000000000000000e+01,7.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
6.000000000000000000e+01,7.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
6.100000000000000000e+01,7.000000000000000000e+01,4.290999999999999659e+01,5.000000000000000000e+01
6.200000000000000000e+01,7.000000000000000000e+01,4.293999999999999773e+01,5.000000000000000000e+01
6.300000000000000000e+01,7.000000000000000000e+01,4.303999999999999915e+01,5.000000000000000000e+01
6.400000000000000000e+01,7.000000000000000000e+01,4.303999999999999915e+01,5.000000000000000000e+01
6.500000000000000000e+01,7.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
6.600000000000000000e+01,7.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
6.700000000000000000e+01,7.000000000000000000e+01,4.322999999999999687e+01,5.000000000000000000e+01
6.800000000000000000e+01,7.000000000000000000e+01,4.329999999999999716e+01,5.000000000000000000e+01
6.900000000000000000e+01,7.000000000000000000e+01,4.335999999999999943e+01,5.000000000000000000e+01
7.000000000000000000e+01,7.000000000000000000e+01,4.342000000000000171e+01,5.000000000000000000e+01
7.100000000000000000e+01,7.000000000000000000e+01,4.349000000000000199e+01,5.000000000000000000e+01
7.200000000000000000e+01,7.000000000000000000e+01,4.354999999999999716e+01,5.000000000000000000e+01
7.300000000000000000e+01,7.000000000000000000e+01,4.371000000000000085e+01,5.000000000000000000e+01
7.400000000000000000e+01,7.000000000000000000e+01,4.375000000000000000e+01,5.000000000000000000e+01
7.500000000000000000e+01,7.000000000000000000e+01,4.388000000000000256e+01,5.000000000000000000e+01
7.600000000000000000e+01,7.000000000000000000e+01,4.378000000000000114e+01,5.000000000000000000e+01
7.700000000000000000e+01,7.000000000000000000e+01,4.390999999999999659e+01,5.000000000000000000e+01
7.800000000000000000e+01,7.000000000000000000e+01,4.403999999999999915e+01,5.000000000000000000e+01
7.900000000000000000e+01,7.000000000000000000e+01,4.396999999999999886e+01,5.000000000000000000e+01
8.000000000000000000e+01,7.000000000000000000e+01,4.407000000000000028e+01,5.000000000000000000e+01
8.100000000000000000e+01,7.000000000000000000e+01,4.422999999999999687e+01,5.000000000000000000e+01
8.200000000000000000e+01,7.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
8.300000000000000000e+01,7.000000000000000000e+01,4.422999999999999687e+01,5.000000000000000000e+01
8.400000000000000000e+01,7.000000000000000000e+01,4.425999999999999801e+01,5.000000000000000000e+01
8.500000000000000000e+01,7.000000000000000000e+01,4.432999999999999829e+01,5.000000000000000000e+01
8.600000000000000000e+01,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
8.700000000000000000e+01,7.000000000000000000e+01,4.452000000000000313e+01,5.000000000000000000e+01
8.800000000000000000e+01,7.000000000000000000e+01,4.454999999999999716e+01,5.000000000000000000e+01
8.900000000000000000e+01,7.000000000000000000e+01,4.461999999999999744e+01,5.000000000000000000e+01
9.000000000000000000e+01,7.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
9.100000000000000000e+01,7.000000000000000000e+01,4.471000000000000085e+01,5.000000000000000000e+01
9.200000000000000000e+01,7.000000000000000000e+01,4.481000000000000227e+01,5.000000000000000000e+01
9.300000000000000000e+01,7.000000000000000000e+01,4.478000000000000114e+01,5.000000000000000000e+01
9.400000000000000000e+01,7.000000000000000000e+01,4.488000000000000256e+01,5.000000000000000000e+01
9.500000000000000000e+01,7.000000000000000000e+01,4.496999999999999886e+01,5.000000000000000000e+01
9.600000000000000000e+01,7.000000000000000000e+01,4.503999999999999915e+01,5.000000000000000000e+01
9.700000000000000000e+01,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
9.800000000000000000e+01,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
9.900000000000000000e+01,7.000000000000000000e+01,4.513000000000000256e+01,5.000000000000000000e+01
1.000000000000000000e+02,7.000000000000000000e+01,4.517000000000000171e+01,5.000000000000000000e+01
1.010000000000000000e+02,7.000000000000000000e+01,4.522999999999999687e+01,5.000000000000000000e+01
1.020000000000000000e+02,7.000000000000000000e+01,4.535999999999999943e+01,5.000000000000000000e+01
1.030000000000000000e+02,7.000000000000000000e+01,4.542000000000000171e+01,5.000000000000000000e+01
1.040000000000000000e+02,7.000000000000000000e+01,4.542000000000000171e+01,5.000000000000000000e+01
1.050000000000000000e+02,7.000000000000000000e+01,4.542000000000000171e+01,5.000000000000000000e+01
1.060000000000000000e+02,7.000000000000000000e+01,4.564999999999999858e+01,5.000000000000000000e+01
1.070000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
1.080000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
1.090000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
1.100000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
1.110000000000000000e+02,7.000000000000000000e+01,4.581000000000000227e+01,5.000000000000000000e+01
1.120000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
1.130000000000000000e+02,7.000000000000000000e+01,4.586999999999999744e+01,5.000000000000000000e+01
1.140000000000000000e+02,7.000000000000000000e+01,4.590999999999999659e+01,5.000000000000000000e+01
1.150000000000000000e+02,7.000000000000000000e+01,4.593999999999999773e+01,5.000000000000000000e+01
1.160000000000000000e+02,7.000000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01
1.170000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
1.180000000000000000e+02,7.000000000000000000e+01,4.613000000000000256e+01,5.000000000000000000e+01
1.190000000000000000e+02,7.000000000000000000e+01,4.620000000000000284e+01,5.000000000000000000e+01
1.200000000000000000e+02,7.000000000000000000e+01,4.615999999999999659e+01,5.000000000000000000e+01
1.210000000000000000e+02,7.000000000000000000e+01,4.625999999999999801e+01,5.000000000000000000e+01
1.220000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
1.230000000000000000e+02,7.000000000000000000e+01,4.632999999999999829e+01,5.000000000000000000e+01
1.240000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
1.250000000000000000e+02,7.000000000000000000e+01,4.652000000000000313e+01,5.000000000000000000e+01
1.260000000000000000e+02,7.000000000000000000e+01,4.649000000000000199e+01,5.000000000000000000e+01
1.270000000000000000e+02,7.000000000000000000e+01,4.654999999999999716e+01,5.000000000000000000e+01
1.280000000000000000e+02,7.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
1.290000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
1.300000000000000000e+02,7.000000000000000000e+01,4.674000000000000199e+01,5.000000000000000000e+01
1.310000000000000000e+02,7.000000000000000000e+01,4.681000000000000227e+01,5.000000000000000000e+01
1.320000000000000000e+02,7.000000000000000000e+01,4.684000000000000341e+01,5.000000000000000000e+01
1.330000000000000000e+02,7.000000000000000000e+01,4.684000000000000341e+01,5.000000000000000000e+01
1.340000000000000000e+02,7.000000000000000000e+01,4.690999999999999659e+01,5.000000000000000000e+01
1.350000000000000000e+02,7.000000000000000000e+01,4.696999999999999886e+01,5.000000000000000000e+01
1.360000000000000000e+02,7.000000000000000000e+01,4.696999999999999886e+01,5.000000000000000000e+01
1.370000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
1.380000000000000000e+02,7.000000000000000000e+01,4.707000000000000028e+01,5.000000000000000000e+01
1.390000000000000000e+02,7.000000000000000000e+01,4.703000000000000114e+01,5.000000000000000000e+01
1.400000000000000000e+02,7.000000000000000000e+01,4.710000000000000142e+01,5.000000000000000000e+01
1.410000000000000000e+02,7.000000000000000000e+01,4.722999999999999687e+01,5.000000000000000000e+01
1.420000000000000000e+02,7.000000000000000000e+01,4.725999999999999801e+01,5.000000000000000000e+01
1.430000000000000000e+02,7.000000000000000000e+01,4.735999999999999943e+01,5.000000000000000000e+01
1.440000000000000000e+02,7.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01
1.450000000000000000e+02,7.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01
1.460000000000000000e+02,7.000000000000000000e+01,4.749000000000000199e+01,5.000000000000000000e+01
1.470000000000000000e+02,7.000000000000000000e+01,4.754999999999999716e+01,5.000000000000000000e+01
1.480000000000000000e+02,7.000000000000000000e+01,4.757999999999999829e+01,5.000000000000000000e+01
1.490000000000000000e+02,7.000000000000000000e+01,4.767999999999999972e+01,5.000000000000000000e+01
1.500000000000000000e+02,7.000000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01
1.510000000000000000e+02,7.000000000000000000e+01,4.767999999999999972e+01,5.000000000000000000e+01
1.520000000000000000e+02,7.000000000000000000e+01,4.778000000000000114e+01,5.000000000000000000e+01
1.530000000000000000e+02,7.000000000000000000e+01,4.778000000000000114e+01,5.000000000000000000e+01
1.540000000000000000e+02,7.000000000000000000e+01,4.786999999999999744e+01,5.000000000000000000e+01
1.550000000000000000e+02,7.000000000000000000e+01,4.784000000000000341e+01,5.000000000000000000e+01
1.560000000000000000e+02,7.000000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01
1.570000000000000000e+02,7.000000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01
1.580000000000000000e+02,7.000000000000000000e+01,4.807000000000000028e+01,5.000000000000000000e+01
1.590000000000000000e+02,7.000000000000000000e+01,4.807000000000000028e+01,5.000000000000000000e+01
1.600000000000000000e+02,7.000000000000000000e+01,4.815999999999999659e+01,5.000000000000000000e+01
1.610000000000000000e+02,7.000000000000000000e+01,4.822999999999999687e+01,5.000000000000000000e+01
1.620000000000000000e+02,7.000000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01
1.630000000000000000e+02,7.000000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01
1.640000000000000000e+02,7.000000000000000000e+01,4.832000000000000028e+01,5.000000000000000000e+01
1.650000000000000000e+02,7.000000000000000000e+01,4.845000000000000284e+01,5.000000000000000000e+01
1.660000000000000000e+02,7.000000000000000000e+01,4.842000000000000171e+01,5.000000000000000000e+01
1.670000000000000000e+02,7.000000000000000000e+01,4.847999999999999687e+01,5.000000000000000000e+01
1.680000000000000000e+02,7.000000000000000000e+01,4.847999999999999687e+01,5.000000000000000000e+01
1.690000000000000000e+02,7.000000000000000000e+01,4.857999999999999829e+01,5.000000000000000000e+01
1.700000000000000000e+02,7.000000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.710000000000000000e+02,7.000000000000000000e+01,4.864999999999999858e+01,5.000000000000000000e+01
1.720000000000000000e+02,7.000000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01
1.730000000000000000e+02,7.000000000000000000e+01,4.874000000000000199e+01,5.000000000000000000e+01
1.740000000000000000e+02,7.000000000000000000e+01,4.877000000000000313e+01,5.000000000000000000e+01
1.750000000000000000e+02,7.000000000000000000e+01,4.884000000000000341e+01,5.000000000000000000e+01
1.760000000000000000e+02,7.000000000000000000e+01,4.884000000000000341e+01,5.000000000000000000e+01
1.770000000000000000e+02,7.000000000000000000e+01,4.896999999999999886e+01,5.000000000000000000e+01
1.780000000000000000e+02,7.000000000000000000e+01,4.893999999999999773e+01,5.000000000000000000e+01
1.790000000000000000e+02,7.000000000000000000e+01,4.903000000000000114e+01,5.000000000000000000e+01
1.800000000000000000e+02,7.000000000000000000e+01,4.903000000000000114e+01,5.000000000000000000e+01
1.810000000000000000e+02,7.000000000000000000e+01,4.910000000000000142e+01,5.000000000000000000e+01
1.820000000000000000e+02,7.000000000000000000e+01,4.903000000000000114e+01,5.000000000000000000e+01
1.830000000000000000e+02,7.000000000000000000e+01,4.910000000000000142e+01,5.000000000000000000e+01
1.840000000000000000e+02,7.000000000000000000e+01,4.918999999999999773e+01,5.000000000000000000e+01
1.850000000000000000e+02,7.000000000000000000e+01,4.913000000000000256e+01,5.000000000000000000e+01
1.860000000000000000e+02,7.000000000000000000e+01,4.918999999999999773e+01,5.000000000000000000e+01
1.870000000000000000e+02,7.000000000000000000e+01,4.932000000000000028e+01,5.000000000000000000e+01
1.880000000000000000e+02,7.000000000000000000e+01,4.925999999999999801e+01,5.000000000000000000e+01
1.890000000000000000e+02,7.000000000000000000e+01,4.932000000000000028e+01,5.000000000000000000e+01
1.900000000000000000e+02,7.000000000000000000e+01,4.928999999999999915e+01,5.000000000000000000e+01
1.910000000000000000e+02,7.000000000000000000e+01,4.935000000000000142e+01,5.000000000000000000e+01
1.920000000000000000e+02,7.000000000000000000e+01,4.945000000000000284e+01,5.000000000000000000e+01
1.930000000000000000e+02,7.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
1.940000000000000000e+02,7.000000000000000000e+01,4.960999999999999943e+01,5.000000000000000000e+01
1.950000000000000000e+02,7.000000000000000000e+01,4.960999999999999943e+01,5.000000000000000000e+01
1.960000000000000000e+02,7.000000000000000000e+01,4.960999999999999943e+01,5.000000000000000000e+01
1.970000000000000000e+02,7.000000000000000000e+01,4.977000000000000313e+01,5.000000000000000000e+01
1.980000000000000000e+02,7.000000000000000000e+01,4.986999999999999744e+01,5.000000000000000000e+01
1.990000000000000000e+02,7.000000000000000000e+01,4.977000000000000313e+01,5.000000000000000000e+01
2.000000000000000000e+02,7.000000000000000000e+01,4.981000000000000227e+01,5.000000000000000000e+01
2.010000000000000000e+02,7.000000000000000000e+01,4.981000000000000227e+01,5.000000000000000000e+01
2.020000000000000000e+02,7.000000000000000000e+01,4.989999999999999858e+01,5.000000000000000000e+01
2.030000000000000000e+02,7.000000000000000000e+01,4.992999999999999972e+01,5.000000000000000000e+01
2.040000000000000000e+02,7.000000000000000000e+01,4.989999999999999858e+01,5.000000000000000000e+01
2.050000000000000000e+02,7.000000000000000000e+01,4.989999999999999858e+01,5.000000000000000000e+01
2.060000000000000000e+02,7.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01
2.070000000000000000e+02,7.000000000000000000e+01,4.996999999999999886e+01,5.000000000000000000e+01
2.080000000000000000e+02,7.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01
2.090000000000000000e+02,7.000000000000000000e+01,5.006000000000000227e+01,5.000000000000000000e+01
2.100000000000000000e+02,7.000000000000000000e+01,5.018999999999999773e+01,5.000000000000000000e+01
2.110000000000000000e+02,7.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01
2.120000000000000000e+02,7.000000000000000000e+01,5.018999999999999773e+01,5.000000000000000000e+01
2.130000000000000000e+02,7.000000000000000000e+01,5.025999999999999801e+01,5.000000000000000000e+01
2.140000000000000000e+02,7.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01
2.150000000000000000e+02,7.000000000000000000e+01,5.028999999999999915e+01,5.000000000000000000e+01
2.160000000000000000e+02,7.000000000000000000e+01,5.025999999999999801e+01,5.000000000000000000e+01
2.170000000000000000e+02,7.000000000000000000e+01,5.032000000000000028e+01,5.000000000000000000e+01
2.180000000000000000e+02,7.000000000000000000e+01,5.025999999999999801e+01,5.000000000000000000e+01
2.190000000000000000e+02,7.000000000000000000e+01,5.039000000000000057e+01,5.000000000000000000e+01
2.200000000000000000e+02,7.000000000000000000e+01,5.042000000000000171e+01,5.000000000000000000e+01
2.210000000000000000e+02,7.000000000000000000e+01,5.050999999999999801e+01,5.000000000000000000e+01
2.220000000000000000e+02,7.000000000000000000e+01,5.042000000000000171e+01,5.000000000000000000e+01
2.230000000000000000e+02,7.000000000000000000e+01,5.057999999999999829e+01,5.000000000000000000e+01
2.240000000000000000e+02,7.000000000000000000e+01,5.060999999999999943e+01,5.000000000000000000e+01
2.250000000000000000e+02,7.000000000000000000e+01,5.057999999999999829e+01,5.000000000000000000e+01
2.260000000000000000e+02,7.000000000000000000e+01,5.064000000000000057e+01,5.000000000000000000e+01
2.270000000000000000e+02,7.000000000000000000e+01,5.071000000000000085e+01,5.000000000000000000e+01
2.280000000000000000e+02,7.000000000000000000e+01,5.084000000000000341e+01,5.000000000000000000e+01
2.290000000000000000e+02,7.000000000000000000e+01,5.077000000000000313e+01,5.000000000000000000e+01
2.300000000000000000e+02,7.000000000000000000e+01,5.084000000000000341e+01,5.000000000000000000e+01
2.310000000000000000e+02,7.000000000000000000e+01,5.077000000000000313e+01,5.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,5.084000000000000341e+01,5.000000000000000000e+01
2.330000000000000000e+02,7.000000000000000000e+01,5.096999999999999886e+01,5.000000000000000000e+01
2.340000000000000000e+02,7.000000000000000000e+01,5.086999999999999744e+01,5.000000000000000000e+01
2.350000000000000000e+02,7.000000000000000000e+01,5.092999999999999972e+01,5.000000000000000000e+01
2.360000000000000000e+02,7.000000000000000000e+01,5.092999999999999972e+01,5.000000000000000000e+01
2.370000000000000000e+02,7.000000000000000000e+01,5.092999999999999972e+01,5.000000000000000000e+01
2.380000000000000000e+02,7.000000000000000000e+01,5.109000000000000341e+01,5.000000000000000000e+01
2.390000000000000000e+02,7.000000000000000000e+01,5.113000000000000256e+01,5.000000000000000000e+01
2.400000000000000000e+02,7.000000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01
2.410000000000000000e+02,7.000000000000000000e+01,5.115999999999999659e+01,5.000000000000000000e+01
2.420000000000000000e+02,7.000000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01
2.430000000000000000e+02,7.000000000000000000e+01,5.128999999999999915e+01,5.000000000000000000e+01
2.440000000000000000e+02,7.000000000000000000e+01,5.121999999999999886e+01,5.000000000000000000e+01
2.450000000000000000e+02,7.000000000000000000e+01,5.128999999999999915e+01,5.000000000000000000e+01
2.460000000000000000e+02,7.000000000000000000e+01,5.132000000000000028e+01,5.000000000000000000e+01
2.470000000000000000e+02,7.000000000000000000e+01,5.132000000000000028e+01,5.000000000000000000e+01
2.480000000000000000e+02,7.000000000000000000e+01,5.138000000000000256e+01,5.000000000000000000e+01
2.490000000000000000e+02,7.000000000000000000e+01,5.145000000000000284e+01,5.000000000000000000e+01
2.500000000000000000e+02,7.000000000000000000e+01,5.142000000000000171e+01,5.000000000000000000e+01
2.510000000000000000e+02,7.000000000000000000e+01,5.145000000000000284e+01,5.000000000000000000e+01
2.520000000000000000e+02,7.000000000000000000e+01,5.154999999999999716e+01,5.000000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01,5.157999999999999829e+01,5.000000000000000000e+01
2.540000000000000000e+02,7.000000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01
2.550000000000000000e+02,7.000000000000000000e+01,5.157999999999999829e+01,5.000000000000000000e+01
2.560000000000000000e+02,7.000000000000000000e+01,5.171000000000000085e+01,5.000000000000000000e+01
2.570000000000000000e+02,7.000000000000000000e+01,5.174000000000000199e+01,5.000000000000000000e+01
2.580000000000000000e+02,7.000000000000000000e+01,5.171000000000000085e+01,5.000000000000000000e+01
2.590000000000000000e+02,7.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
2.600000000000000000e+02,7.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,5.200000000000000000e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,5.192999999999999972e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,5.192999999999999972e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,5.192999999999999972e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,5.200000000000000000e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,5.209000000000000341e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,5.206000000000000227e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,5.203000000000000114e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,5.228999999999999915e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,5.225000000000000000e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,5.225000000000000000e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,5.242000000000000171e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,5.238000000000000256e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,5.238000000000000256e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,5.232000000000000028e+01,5.000000000000000000e+01
2.840000000000000000e+02,7.000000000000000000e+01,5.245000000000000284e+01,5.000000000000000000e+01
2.850000000000000000e+02,7.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
2.860000000000000000e+02,7.000000000000000000e+01,5.245000000000000284e+01,5.000000000000000000e+01
2.870000000000000000e+02,7.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
2.880000000000000000e+02,7.000000000000000000e+01,5.250999999999999801e+01,5.000000000000000000e+01
2.890000000000000000e+02,7.000000000000000000e+01,5.250999999999999801e+01,5.000000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01,5.257999999999999829e+01,5.000000000000000000e+01
